"INDUSTRIALIZADOR","UF FÁBR","PRODUTO","TIPO PRODUTO","CERTIFICAÇÃO","CATEGORIA"
"CAFE BONZON IND. E COM. LTDA.","ES","VO BEPE","TM","Pureza",""
"CAFE BRASIL COLONIAL IN. E COM. LTDA","MG","BRASIL COLONIAL ESPECIAL","TM","Pureza, Qualidade","Superior"
"CAFE BRASIL COLONIAL IN. E COM. LTDA","MG","BRASIL COLONIAL EXPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFE BRASIL COLONIAL IN. E COM. LTDA","MG","BRASIL COLONIAL EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE BRASIL COLONIAL IN. E COM. LTDA","MG","BRASIL COLONIAL TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE BRASIL COLONIAL IN. E COM. LTDA","MG","JOIA DO VALE","TM","Pureza",""
"CAFE BRASIL COLONIAL IN. E COM. LTDA","MG","MATA VERDE","TM","Pureza",""
"CAFE BRAZOPOLIS LTDA","MG","AROMA DA FAZENDA","TM","Pureza, Qualidade","Extraforte"
"CAFE BRAZOPOLIS LTDA","MG","BRAZOPOLIS","TM","Pureza, Qualidade","Tradicional"
"CAFE BRAZOPOLIS LTDA","MG","COOPER RITA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE BRAZOPOLIS LTDA","MG","FLORESTA DE ITAJUBA TRADICIONAL","TM","Pureza",""
"CAFE BRAZOPOLIS LTDA","MG","FLORESTA EXTRA FORTE","TM","Pureza",""
"CAFE BRAZOPOLIS LTDA","MG","NOVA MANHA","TM","Pureza",""
"CAFE CAICARA LTDA.","SP","CAICARA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE CAICARA LTDA.","SP","CAICARA GOLD","TM","Pureza, Qualidade","Superior"
"CAFE CAICARA LTDA.","SP","CAICARA GOURMET","TM","Pureza",""
"CAFE CAICARA LTDA.","SP","CAICARA GRAO EXPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFE CAICARA LTDA.","SP","CAICARA SUAVE","TM","Pureza, Qualidade","Tradicional"
"CAFE CAICARA LTDA.","SP","CAICARA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE CAICARA LTDA.","SP","CAMPO VERDE","TM","Pureza, Qualidade","Tradicional"
"CAFE CAICARA LTDA.","SP","ITATIBENSE ESPRESSO GOURMET","GR","Pureza, Qualidade","Gourmet"
"CAFE CAICARA LTDA.","SP","ITATIBENSE EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE CAICARA LTDA.","SP","ITATIBENSE TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE CAICARA LTDA.","SP","NEGRAO","TM","Pureza, Qualidade","Tradicional"
"CAFE CAICARA LTDA.","SP","NEGRAO","GR","Pureza",""
"CAFE CAICARA LTDA.","SP","NEGRAO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE CAICARA LTDA.","SP","SAN PIETRO","TM","Pureza",""
"CAFE CAICARA LTDA.","SP","SAN PIETRO ESPRESSO GOURMET","GR","Pureza",""
"CAFE CAICARA LTDA.","SP","SAN PIETRO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE CAICARA LTDA.","SP","SAN PIETRO GOURMET","GR","Pureza, Qualidade","Gourmet"
"CAFE CAICARA LTDA.","SP","SAN PIETRO SUPERIOR","TM","Pureza, Qualidade","Superior"
"CAFE CAICARA LTDA.","SP","SAO JOAQUIM","TM","Pureza, Qualidade","Tradicional"
"CAFE CAICARA LTDA.","SP","SAO JOAQUIM CLASSICO","CAP","Pureza",""
"CAFE CAICARA LTDA.","SP","SAO JOAQUIM DESCAFEINADO","CAP","Pureza",""
"CAFE CAICARA LTDA.","SP","SAO JOAQUIM EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE CAICARA LTDA.","SP","SAO JOAQUIM GRAO ESPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFE CAICARA LTDA.","SP","SAO JOAQUIM INTENSO","CAP","Pureza",""
"CAFE CAICARA LTDA.","SP","SAO JOAQUIM TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE CAMAPUA TRANSPORTES LTDA","MG","CAMAPUA","TM","Pureza, Qualidade","Tradicional"
"CAFE CAMAPUA TRANSPORTES LTDA","MG","ENTRE RIOS  TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE CAMAPUA TRANSPORTES LTDA","MG","QUELUZ EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE CAMPEAO IND. E COM. LTDA","BA","DAGENTE","TM","Pureza",""
"CAFE CANECAO LTDA.","SP","CANECAO ESPRESSO GOURMET","GR","Pureza, Qualidade","Gourmet"
"CAFE CANECAO LTDA.","SP","CANECAO ESPRESSO GOURMET","CAP","Pureza, Qualidade","Intensidade 6"
"CAFE CANECAO LTDA.","SP","CANECAO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE CANECAO LTDA.","SP","CANECAO GOURMET","TM","Pureza",""
"CAFE CANECAO LTDA.","SP","CANECAO PREMIUM","TM","Pureza, Qualidade","Superior"
"CAFE CANECAO LTDA.","SP","CANECAO TRADICIONAL","GR","Pureza, Qualidade","Tradicional"
"CAFE CANECAO LTDA.","SP","CANECAO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE CANECAO LTDA.","SP","CANECAO TRADICIONAL EM CAPSULAS","CAP","Pureza, Qualidade","Intensidade 7"
"CAFE CANECAO LTDA.","SP","CANECAO TRADICIONAL PARA MOINHO – TORRADO E MOIDO NA HORA","TM","Pureza, Qualidade","Tradicional"
"CAFE CANECAO LTDA.","SP","ORCHESTRA ESPRESSO GOURMET","GR","Pureza, Qualidade","Gourmet"
"CAFE CANECAO LTDA.","SP","PADROEIRO","TM","Pureza",""
"CAFE CASA VERDE IND. E COM. LTDA","PR","CASA VERDE","TM","Pureza, Qualidade","Superior"
"CAFE CATUMBI LTDA.","SP","CATUMBI","TM","Pureza, Qualidade","Tradicional"
"CAFE CATUMBI LTDA.","SP","CATUMBI EXPRESSO","GR","Pureza",""
"CAFE CHAPADAO LTDA","MG","ALIMENTOS BRASILIA","TM","Pureza",""
"CAFE CHAPADAO LTDA","MG","BSB","TM","Pureza",""
"CAFE CHAPADAO LTDA","MG","CHAPADAO","TM","Pureza, Qualidade","Tradicional"
"CAFE CHAPADAO LTDA","MG","SUPER SO","TM","Pureza",""
"CAFE CONTRI IMP. E EXP. LTDA.","AC","CONTRI","CAP","Pureza, Qualidade","Intensidade 8"
"CAFE CONTRI IMP. E EXP. LTDA.","AC","CONTRI ESPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFE CONTRI IMP. E EXP. LTDA.","AC","CONTRI GOURMET","TM","Pureza, Qualidade","Gourmet"
"CAFE CONTRI IMP. E EXP. LTDA.","AC","CONTRI PREMIUM","TM","Pureza, Qualidade","Superior"
"CAFE CONTRI IMP. E EXP. LTDA.","AC","CONTRI TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE CONTRI IMP. E EXP. LTDA.","AC","CRUZEIRENSE","TM","Pureza, Qualidade","Tradicional"
"CAFE CONTRI IMP. E EXP. LTDA.","AC","SARAH","TM","Pureza, Qualidade","Extraforte"
"CAFE CRUZEIRO DO SUL LTDA.","SP","COOPEMAR","TM","Pureza",""
"CAFE CRUZEIRO DO SUL LTDA.","SP","CRUZ DO SUL","CAP","Pureza",""
"CAFE CRUZEIRO DO SUL LTDA.","SP","CRUZEIRO DO SUL 100% ARABICA","TM","Pureza",""
"CAFE CRUZEIRO DO SUL LTDA.","SP","CRUZEIRO DO SUL ESPRESSO","GR","Pureza, Qualidade","Superior"
"CAFE CRUZEIRO DO SUL LTDA.","SP","CRUZEIRO DO SUL GOURMET","GR","Pureza, Qualidade","Gourmet"
"CAFE CRUZEIRO DO SUL LTDA.","SP","CRUZEIRO DO SUL PREMIUM FORTE","TM","Pureza, Qualidade","Tradicional"
"CAFE CRUZEIRO DO SUL LTDA.","SP","CRUZEIRO DO SUL TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE CRUZEIRO DO SUL LTDA.","SP","MILAO","TM","Pureza",""
"CAFE DA XICARA TORREF. E MOAG. LTDA","SP","DA XICARA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE DA XICARA TORREF. E MOAG. LTDA","SP","CAFE EXTRA","TM","Pureza, Qualidade","Tradicional"
"CAFE DO SITIO IND. E COM. LTDA.","DF","ASSUM PRETO","TM","Pureza, Qualidade","Tradicional"
"CAFE DO SITIO IND. E COM. LTDA.","DF","DO SITIO","GR","Pureza, Qualidade","Gourmet"
"CAFE DO SITIO IND. E COM. LTDA.","DF","DO SITIO SPECIALE ESPRESSO BLEND FRUTATTO","GR","Pureza, Qualidade","Gourmet"
"CAFE DO SITIO IND. E COM. LTDA.","DF","DO SITIO SPECIALE ESPRESSO BLEND IMPERIALE","GR","Pureza",""
"CAFE DO SITIO IND. E COM. LTDA.","DF","DO SITIO SPECIALE ESPRESSO BLEND REGOLARE","GR","Pureza, Qualidade","Gourmet"
"CAFE DO SITIO IND. E COM. LTDA.","DF","DO SITIO SUPERIOR","TM","Pureza, Qualidade","Superior"
"CAFE DOM PEDRO LTDA.","MG","BRASIL SUPERMERCADOS","TM","Pureza, Qualidade","Extraforte"
"CAFE DOM PEDRO LTDA.","MG","DIA – EXTRA FORTE","TM","Pureza",""
"CAFE DOM PEDRO LTDA.","MG","DIA – TRADICIONAL","TM","Pureza",""
"CAFE DOM PEDRO LTDA.","MG","DOM PEDRO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE DOM PEDRO LTDA.","MG","DOM PEDRO GOURMET ESPRESSO CLASSICO","TM","Pureza",""
"CAFE DOM PEDRO LTDA.","MG","DOM PEDRO GOURMET ESPRESSO INTENSO","TM","Pureza",""
"CAFE DOM PEDRO LTDA.","MG","DOM PEDRO MAIS FORTE","TM","Pureza, Qualidade","Tradicional"
"CAFE DOM PEDRO LTDA.","MG","DOM PEDRO PREMIUM","TM","Pureza, Qualidade","Superior"
"CAFE DOM PEDRO LTDA.","MG","DOM PEDRO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE DOM PEDRO LTDA.","MG","MANIA","TM","Pureza",""
"CAFE DOM PEDRO LTDA.","MG","NOVO AROMA EXTRA FORTE","TM","Pureza",""
"CAFE DOM PEDRO LTDA.","MG","SANTELLO GRAO","GR","Pureza, Qualidade","Gourmet"
"CAFE DOM PEDRO LTDA.","MG","SUPER MINAS EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE DOM PEDRO LTDA.","MG","SUPER MINAS TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE DOM PEDRO LTDA.","MG","GUARIM SUPERMERCADOS – EXTRA FORTE","TM","Pureza",""
"CAFE DOM PEDRO LTDA.","MG","GUARIM SUPERMERCADOS – TRADICIONAL","TM","Pureza",""
"CAFE DUARTE LTDA.","MG","DUARTE","TM","Pureza, Qualidade","Tradicional"
"CAFE EXCELSIOR LTDA.","SP","EXCELSIOR","TM","Pureza, Qualidade","Tradicional"
"CAFE EXCELSIOR LTDA.","SP","EXCELSIOR ENERGIA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE EXCELSIOR LTDA.","SP","EXCELSIOR EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE EXCELSIOR LTDA.","SP","EXCELSIOR GOURMET EM GRAO","GR","Pureza, Qualidade","Gourmet"
"CAFE EXCELSIOR LTDA.","SP","EXCELSIOR ORGANICO","TM","Pureza, Qualidade","Superior"
"CAFE EXCELSIOR LTDA.","SP","EXCELSIOR ORGANICO GRAO","GR","Pureza, Qualidade","Gourmet"
"CAFE EXCELSIOR LTDA.","SP","EXCELSIOR SUPERIOR TORRADO EM GRAO","GR","Pureza, Qualidade","Superior"
"CAFE EXCELSIOR LTDA.","SP","EXCELSIOR TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE EXPEDICIONARIO IND. E COM. S_A.","ES","EXPEDICIONARIO ESPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFE EXPEDICIONARIO IND. E COM. S_A.","ES","EXPEDICIONARIO ESPRESSO","TM","Pureza, Qualidade","Superior"
"CAFE EXPEDICIONARIO IND. E COM. S_A.","ES","EXPEDICIONARIO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE EXPEDICIONARIO IND. E COM. S_A.","ES","EXPEDICIONARIO PREMIUM","TM","Pureza, Qualidade","Superior"
"CAFE EXPEDICIONARIO IND. E COM. S_A.","ES","EXPEDICIONARIO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE EXPORT IND. E COM. LTDA.","DF","BAGDA","TM","Pureza, Qualidade","Tradicional"
"CAFE EXPORT IND. E COM. LTDA.","DF","EX POP","TM","Pureza, Qualidade","Tradicional"
"CAFE EXPORT IND. E COM. LTDA.","DF","EXPORT","TM","Pureza, Qualidade","Superior"
"CAFE EXPORT IND. E COM. LTDA.","DF","EXPORT","TM","Pureza, Qualidade","Tradicional"
"CAFE EXPORT IND. E COM. LTDA.","DF","EXPORT EXPRESSO","GR","Pureza, Qualidade","Superior"
"CAFE EXPORT IND. E COM. LTDA.","DF","EXPORT EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE EXPORT IND. E COM. LTDA.","DF","EXPORT PREMIUM","TM","Pureza, Qualidade","Superior"
"CAFE EXPRESSO LTDA.","SP","EXPRESSO 25","TM","Pureza, Qualidade","Tradicional"
"CAFE EXPRESSO LTDA.","SP","EXPRESSO ’25’","GR","Pureza",""
"CAFE FARAO LTDA","RJ","FARAO","TM","Pureza, Qualidade","Tradicional"
"CAFE FARAO LTDA","RJ","FARAO EM GRAO","GR","Pureza, Qualidade","Tradicional"
"CAFE FARAO LTDA","RJ","FARAO EXPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFE FAVORITO S/A.","RJ","FAVORITO","TM","Pureza, Qualidade","Tradicional"
"CAFE FAVORITO S/A.","RJ","FAVORITO","GR","Pureza, Qualidade","Tradicional"
"CAFE FAVORITO S/A.","RJ","FAVORITO EM GRAO PARA EXPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFE GARANHUNS IND. E COM. LTDA. ME","PE","GARANHUNS","TM","Pureza, Qualidade","Tradicional"
"CAFE GOSTO MINEIRO LTDA","MG","GOSTO MINEIRO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE GOSTO MINEIRO LTDA","MG","GOSTO MINEIRO MOIDO NA HORA","TM","Pureza",""
"CAFE GOSTO MINEIRO LTDA","MG","GOSTO MINEIRO DA FAZENDA","TM","Pureza, Qualidade","Tradicional"
"CAFE GRAO SUPREMO LTDA","MG","GRAO SUPREMO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE GUIDALLI IND. E COM. LTDA.","SC","GUIDALLI CAPSULAS","CAP","Pureza",""
"CAFE GUIDALLI IND. E COM. LTDA.","SC","GUIDALLI EXTRA FORTE VACUO","TM","Pureza",""
"CAFE GUIDALLI IND. E COM. LTDA.","SC","GUIDALLI TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE GUIDALLI IND. E COM. LTDA.","SC","GUIDALLLI ESPECIAL","TM","Pureza",""
"CAFE GUIDALLI IND. E COM. LTDA.","SC","GUIDALLLI GRAO","GR","Pureza",""
"CAFE GUIDALLI IND. E COM. LTDA.","SC","GUIDALLLI GRAO","GR","Pureza",""
"CAFE GUIDALLI IND. E COM. LTDA.","SC","GUIDALLLI SOUVENIR","TM","Pureza",""
"CAFE IGUAPORA TORREF. E MOAG. LTDA.","MS","IGUAPORA","TM","Pureza, Qualidade","Tradicional"
"CAFE IGUAPORA TORREF. E MOAG. LTDA.","MS","PARREIRA","TM","Pureza, Qualidade","Tradicional"
"CAFE INDAIA LTDA.","MG","INDAIA – TRADICIONAL","TM","Pureza",""
"CAFE INDAIA LTDA.","MG","INDAIA EXTRAFORTE","TM","Pureza",""
"CAFE INDAIA LTDA.","MG","NOVA SERRANA","TM","Pureza",""
"CAFE INDAIA LTDA.","MG","PADRE LIBERIO","TM","Pureza",""
"CAFE INDAIA LTDA.","MG","SAO GOTARDO GOURMET","TM","Pureza",""
"CAFE INDAIA LTDA.","MG","SAO GOTARDO TRADICIONAL POUCH","TM","Pureza",""
"CAFE ITAU LTDA.","MG","ITAU CLASSICO","GR","Pureza, Qualidade","Gourmet"
"CAFE ITAU LTDA.","MG","ITAU EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE ITAU LTDA.","MG","ITAU ORIGINALISSIMO","TM","Pureza, Qualidade","Tradicional"
"CAFE ITAU LTDA.","MG","ITAU RISTRETTO","GR","Pureza, Qualidade","Gourmet"
"CAFE ITAU LTDA.","MG","ITAU SUPERIOR","TM","Pureza, Qualidade","Superior"
"CAFE ITAU LTDA.","MG","ITAU TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE ITAU LTDA.","MG","MONTREAL FORTE","TM","Pureza, Qualidade","Tradicional"
"CAFE ITAU LTDA.","MG","MONTREAL ORIGINAL","TM","Pureza, Qualidade","Tradicional"
"CAFE JAGUARI LTDA.","SP","COCIPA","TM","Pureza",""
"CAFE JAGUARI LTDA.","SP","JAGUARI ENCANTO","CAP","Pureza",""
"CAFE JAGUARI LTDA.","SP","JAGUARI ESPECIAL","TM","Pureza, Qualidade","Tradicional"
"CAFE JAGUARI LTDA.","SP","JAGUARI ESPECIAL","TM","Pureza, Qualidade","Tradicional"
"CAFE JAGUARI LTDA.","SP","JAGUARI ESPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFE JAGUARI LTDA.","SP","JAGUARI EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE JAGUARI LTDA.","SP","JAGUARI GOURMET","TM","Pureza, Qualidade","Gourmet"
"CAFE JAGUARI LTDA.","SP","JAGUARI INTENSO","CAP","Pureza, Qualidade","Intensidade 10"
"CAFE JAGUARI LTDA.","SP","JAGUARI MOMENTO","CAP","Pureza, Qualidade","Intensidade 8"
"CAFE JAGUARI LTDA.","SP","JAGUARI TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE JAGUARI LTDA.","SP","MONTANA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE JAGUARI LTDA.","SP","NIDA TRADICIONAL FORTE","TM","Pureza, Qualidade","Tradicional"
"CAFE JEQUITINHONHA IND. E COM. LTDA","MG","BOA COMPRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE JEQUITINHONHA IND. E COM. LTDA","MG","FARNEZZE MAIS FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE JEQUITINHONHA IND. E COM. LTDA","MG","JEQUITINHONHA EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE JEQUITINHONHA IND. E COM. LTDA","MG","JEQUITINHONHA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE JEQUITINHONHA IND. E COM. LTDA","MG","JOSE SILVA EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE JEQUITINHONHA IND. E COM. LTDA","MG","JOSE SILVA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE JEQUITINHONHA IND. E COM. LTDA","MG","SERRA LIMA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE JEQUITINHONHA IND. E COM. LTDA","MG","SICAFE EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE JEQUITINHONHA IND. E COM. LTDA","MG","SICAFE TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE JEQUITINHONHA IND. E COM. LTDA","MG","VIA REAL – TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE KATUTA IMP. E EXP. LTDA","RO","JAMARI","TM","Pureza",""
"CAFE KATUTA IMP. E EXP. LTDA","RO","JAMARI EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE KATUTA IMP. E EXP. LTDA","RO","KATUTA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE LONDRINENSE – COM. E IND. LTDA.","PR","LONDRINENSE","TM","Pureza, Qualidade","Tradicional"
"CAFE LONDRINENSE – COM. E IND. LTDA.","PR","LONDRINENSE GOURMET","TM","Pureza, Qualidade","Gourmet"
"CAFE LONDRINENSE – COM. E IND. LTDA.","PR","LONDRINENSE GOURMET","GR","Pureza, Qualidade","Gourmet"
"CAFE LONTRINHA LTDA","PR","DA HORA","TM","Pureza, Qualidade","Tradicional"
"CAFE LONTRINHA LTDA","PR","LONTRINHA","CAP","Pureza, Qualidade","Intensidade 9"
"CAFE LONTRINHA LTDA","PR","LONTRINHA ESPRESSO","GR","Pureza, Qualidade","Gourmet"
"CAFE LONTRINHA LTDA","PR","LONTRINHA EXPORTACAO","TM","Pureza, Qualidade","Superior"
"CAFE LONTRINHA LTDA","PR","LONTRINHA RESERVA ESPECIAL","GR","Pureza, Qualidade","Gourmet"
"CAFE LONTRINHA LTDA","PR","LONTRINHA TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE LOURENCO IND. E COM. LTDA.","SP","LOURENCO","TM","Pureza, Qualidade","Tradicional"
"CAFE LOURENCO IND. E COM. LTDA.","SP","LOURENCO","GR","Pureza",""
"CAFE MANSANO LTDA – ME","MG","MANSANO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","M RAIZES","TM","Pureza",""
"CAFE MERIDIANO IND. E COM. LTDA.","ES","MERIDIANO CLASSIC","TM","Pureza, Qualidade","Superior"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","MERIDIANO CLASSIC GRAO","GR","Pureza, Qualidade","Superior"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","MERIDIANO ESPIRITO","TM","Pureza, Qualidade","Superior"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","MERIDIANO ESPRESSO","TM","Pureza, Qualidade","Gourmet"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","MERIDIANO ESPRESSO EM GRAO","GR","Pureza, Qualidade","Gourmet"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","MERIDIANO EXTRA FORTE","TM","Pureza, Qualidade","Tradicional"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","MERIDIANO EXTRAFORTE  – MOA E FECHE","GR","Pureza, Qualidade","Tradicional"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","MERIDIANO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","MERIDIANO TRADICIONAL – MOA E FECHE","GR","Pureza, Qualidade","Tradicional"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","PIOCA","TM","Pureza, Qualidade","Extraforte"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","TERRA DE SABORES EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","TERRA DE SABORES SUPERIOR","TM","Pureza, Qualidade","Superior"
"CAFE MERIDIANO IND. E COM. LTDA.","ES","TERRA DE SABORES TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE MONLEVADE COM. IND. LTDA.","MG","BURIAN EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE MONLEVADE COM. IND. LTDA.","MG","BURIAN TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE MONLEVADE COM. IND. LTDA.","MG","MONLEVADE EXPRESSO","GR","Pureza",""
"CAFE MONLEVADE COM. IND. LTDA.","MG","MONLEVADE EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE MONLEVADE COM. IND. LTDA.","MG","MONLEVADE MAIS FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE MONLEVADE COM. IND. LTDA.","MG","MONLEVADE TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE MONTE LIBANO LTDA.- ME","ES","MONTE LIBANO CAFES ESPECIAIS DA REGIAO DO CAPARAO","TM","Pureza, Qualidade","Superior"
"CAFE MONTE LIBANO LTDA.- ME","ES","MONTE LIBANO CAFES ESPECIAIS DA REGIAO DO CAPARAO GRAOS","GR","Pureza, Qualidade","Gourmet"
"CAFE MONTE LIBANO LTDA.- ME","ES","MONTE LIBANO CLASSICO","TM","Pureza, Qualidade","Tradicional"
"CAFE MONTE LIBANO LTDA.- ME","ES","MONTE LIBANO EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE MONTE LIBANO LTDA.- ME","ES","MONTE LIBANO SUPERIOR","TM","Pureza",""
"CAFE MUCURI IND. E COM. LTDA","MG","MUCURI – EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE MUCURI IND. E COM. LTDA","MG","MUCURI – TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE NUMERO UM S_A.","ES","GUARDIAO EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE NUMERO UM S_A.","ES","GUARDIAO TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE NUMERO UM S_A.","ES","NUMERO UM EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE NUMERO UM S_A.","ES","NUMERO UM GOURMET EM GRAO","GR","Pureza, Qualidade","Gourmet"
"CAFE NUMERO UM S_A.","ES","NUMERO UM SENTIDOS ESPRESSO GOURMET","GR","Pureza, Qualidade","Gourmet"
"CAFE NUMERO UM S_A.","ES","NUMERO UM SENTIDOS GOURMET","TM","Pureza, Qualidade","Gourmet"
"CAFE NUMERO UM S_A.","ES","NUMERO UM SENTIDOS MONTANHAS CAPIXABAS","TM","Pureza, Qualidade","Superior"
"CAFE NUMERO UM S_A.","ES","NUMERO UM TRADICIONAL","TM","Pureza, Qualidade","Tradicional"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","3 PODERES EXTRA FORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","ANAPOLINO","TM","Pureza, Qualidade","Tradicional"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","DOCE","TM","Pureza, Qualidade","Tradicional"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","PINGO DE OURO","TM","Pureza, Qualidade","Tradicional"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","PINGO DE OURO","TM","Pureza, Qualidade","Superior"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","RANCHEIRO","TM","Pureza, Qualidade","Superior"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","RANCHEIRO DESCAFEINADO","CAP","Pureza, Qualidade","Intensidade 7"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","RANCHEIRO DESCAFEINADO","TM","Pureza, Qualidade","Superior"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","RANCHEIRO EXTRAFORTE","TM","Pureza, Qualidade","Extraforte"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","RANCHEIRO QUALYCREAM SELECIONADO","GR","Pureza, Qualidade","Gourmet"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","RANCHEIRO QUALYCREAM SUPREMO","GR","Pureza, Qualidade","Gourmet"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","RANCHEIRO RISTRETTO","CAP","Pureza, Qualidade","Intensidade 8"
"CAFE RANCHEIRO AGRO INDL. LTDA.","GO","RANCHEIRO SELECIONADO","CAP","Pureza, Qualidade","Intensidade 4"
